ID #;dialog
100516;Come on, Hermione!
100517;Lacarnum Inflamarae.
100518;Fire! You're on fire!
100519;What? Oh!
100520;Go!
100521;Go go go!
100522;Looks like he's gonna be sick!
100523;He's got the Snitch! Harry Potter receives 150 points for catching the Snitch!
100524;Gryffindor win!
100525;No!
100526;Yes!
100527;Whoo-hoo!
100528;Go go Gryffindor! Go go Gryffindor! Go go Gryffindor! Go go Gryffindor!
100529;Nonsense! Why would Snape put a curse on Harry’s broom?
100530;Who knows? Why was he trying to get past that three-headed dog on Halloween?
100531;Who told you ‘bout Fluffy?
100532;Fluffy?
100533;That thing has a name?
100534;Well, of course he's got a name. He's mine. I bought him off an Irish feller I met down at the pub last year. Then I lent him to Dumbledore to guard the..
100535;Yes?
100536;Shouldn’t have said that. No more questions! Don’t ask any more questions. That's top secret, that is.
100537;But, Hagrid, whatever Fluffy's guarding, Snape's trying to steal it.
100538;Codswallop. Professor Snape is a Hogwarts teacher.
100539;Hogwarts teacher or not, I know a spell when I see one. I've read all about them. You've got to keep eye contact and Snape wasn't blinking.
100540;Exactly.
100541;Now, you listen to me, all three of you. You're meddling in things that ought not to be meddled in. It's dangerous. What that dog is guarding is strictly between Dumbledore and Nicholas Flamel.
100542;Nicholas Flamel?
100543;I shouldn't said that. I should not have said that.
100544;Nicholas Flamel.  Who's Nicholas Flamel?
100545;I don't know.
100546;Merry Christmas. Merry Christmas. Ring the Hogwart bell. Merry Christmas. Merry Christmas...
100547;Knight to E5.
100548;Queen to E5.
100549;That's totally barbaric!
100550;That's wizard's chess.  I see you've packed.
100551;See you haven't.
100552;Change of plans, my parents decided to go to Romania to visit my brother Charlie. He's studying dragons there.
100553;Good, you can help Harry, then. He's going to go and look in the library for information on Nicholas Flamel.
100554;We've looked a hundred times.
100555;Not in the restricted section. Happy Christmas.
100556;I think we've had a bad influence on her.
100557;Harry wake up! Come on Harry, wake up!
100558;Happy Christmas, Harry.
100559;Happy Christmas, Ron.  What are you wearing?
100560;Oh. My mum made it.  It looks like you've got one too.
100561;I-I've got presents?
100562;Yeah!
100563;There they are.
100564;Your father left this in my possession before he died. It is time it was returned to you. Use it well.
100565;What is it?
100566;It's some kind of cloak.
100567;Well, let's see then, put it on.
100568;Whoa!
100569;My body's gone!
100570;I know what that is. That's an invisibility cloak.
100571;I'm invisible?
100572;They're really rare.  I wonder who gave it to you?
100573;There was no name. It just said use it well.
100574;Famous fire eaters...15th Century Fiends...Flamel...Nicholas Flamel...where are you?
100575;Who's there?!  I know you're in there. You can't hide.  Who is it? Show yourself!
100576;Severus...I-I thought...
100577;You don't want me as your enemy, Quirrell.
100578;W-what do you m-mean?
100579;You know perfectly well what I mean.  We'll have another chat soon...when you've had time to decide where your loyalties lie.
100580;Oh, Professors. I found this, in the Restricted Section. It's still hot. That means there's a student out of bed.
100581;Mum?  Dad?
100582;Ron! You've really got to see this! Ron! You've got to see this!  Ron, Ron, come on. Get out of bed!
100583;Why?
100584;There's something you've got to see. Now, come on!
100585;Come on. Come. Come look, it's my parents!
100586;I only see me.
100587;Look in properly. Go on. Stand there. There. You see them, don't you? Thats my dad
100588;That's me! Only, I'm head boy...and I'm holding the Quidditch cup! And bloody hell, I'm Quidditch Captain too! I look good. Harry, do you think this mirror shows the future?
100589;How can it? Both my parents are dead.
100590;Do you like yours, Ron?  Ron?
100591;I'll be right back.  Want to play chess?
100592;No.
100593;We go and visit Hagrid?
100594;No.
100595;Harry, I know what you're thinking, but don't. There's something not quite right about that mirror.
100596;Back again, Harry?  I see that you, like so many before you, have discovered the delights of the Mirror of Erised. I trust by now you realize what it does. Let me give you a clue. The happiest man on earth would look into the mirror and see only himself, exactly as he is.
100597;So, then it shows us what we want? Whatever we want?
100598;Yes...and no. It shows us nothing more or less than the deepest, most desperate desires of our hearts. Now you, who have never known your family, you see them standing beside you. But remember this, Harry. This mirror gives us neither knowledge or truth. Men have wasted away in front of it, even gone mad. That is why tomorrow it will be moved to a new home, and I must ask you not to go looking for it again. It does not do to dwell on dreams, Harry, and forget to live.
100599;Hi, Hedwig.
100600;Look at you playing with your cards. Pathetic! We've got final exams coming up soon.
100601;I'm ready! Ask me any question.
100602;All right, what are the three most crucial ingredients in a Forgetfulness Potion?
100603;...I forgot.
100604;And what, may I ask, do you plan to do if this comes up in the final exam?
100605;Copy off you?
100606;No, you won't! Besides, according to Professor McGonagall, we're to be given special quills bewitched with an anti-cheating spell.
100607;That's insulting! It's as if they don't trust us!  Dumbledore again!
100608;Leg-Locker Curse?
100609;Malfoy.
100610;You have got to start standing up to people, Neville.
100611;How? I can barely stand at all!
100612;I'll do the counter-curse!
100613;No, that's all I need... you to set my bloody kneecaps on fire!
100614;I don't appreciate the insinuation, Longbottom. Besides, if anyone cares to notice, my eyebrows have completely grown back!
100615;I found him!
100616;"'Dumbledore is particularly famous for his defeat of the Dark"" Wizard Grindelwald in 1945–'"
100617;Go on.
100618;'-for his discovery of the 12 uses of Dragon Blood, and his work on alchemy with his partner Nicolas Flamel!'
100619;I knew the name sounded familiar. I read it on the train that day.
100620;Follow me!
100621;Hey, wait, where are you going? What about the counter-curse?!
100622;I had you looking in the wrong section! How could I be so stupid? I checked this out a few weeks ago for a bit of light reading.
100623;This is light?
100624;"Of course! Here it is!  ""Nicholas Flamel is the only known maker of the Philosopher's Stone!"""
100625;The what?
100626;The what?
100627;"Honestly, don't you two read? ""The Philosopher's Stone is a legendary substance with astonishing powers. It will turn any metal into pure gold and produces the Elixir of Life, which will make the drinker immortal."""
100628;Immortal?
100629;It means you'll never die.
100630;I know what it means!
100631;Shh!
100632;"""The only stone currently in existence belongs to Mr. Nicholas Flamel, the noted alchemist, who last year celebrated his 665th birthday!"" That's what Fluffy's guarding on the 3rd floor. That's what's under the trapdoor...the Philosopher's Stone!"
100633;Hagrid!
100634;Oh, hello. Sorry, don't wish to be rude, but I'm in no fit state to entertain today.
100635;We know about the Philosopher's Stone!
100636;We know about the Philosopher's Stone!
100637;We know about the Philosopher's Stone!
100638;Oh.
100639;We think Snape's trying to steal it.
100640;Snape? Blimey, Harry, you're not still on about him, are you?
100641;Hagrid, we know he's after the Stone. We just don't know why.
100642;Snape is one of the teachers protecting the Stone! He's not about to steal it!
100643;What?
100644;You heard. Right. Come on, now, I'm a bit preoccupied today.
100645;Wait a minute.  One of the teachers?
100646;Of course! There are other things defending the Stone, aren't there? Spells, enchantments.
100647;That's right. Waste of bloody time, if you ask me.  Ain't no one gonna get past Fluffy. Hehe, not a soul knows how. Except for me and Dumbledore. I shouldn't have told you that. I shouldn't have told you that.  Oh!  Ooh! Ooh! Ooh! Ooh!
100648;Uh, Hagrid, what exactly is that?
100649;That? It's a ... its um...
100650;I know what that is! But Hagrid, how did you get one?
100651;I won it. Off a stranger I met down at a pub. Seemed quite glad to be rid off it, as a matter of fact.
100652;Is that...a dragon?
100653;That's not just a dragon. That's a Norwegian Ridgeback! My brother Charlie works with these in Romania.
100654;Isn't he beautiful? Oh. Bless him, look. He knows his mummy. Hehe. Hallo, Norbert.
100655;Norbert?
100656;Yeah, well, he's got to have a name, doesn't he?  Don't you, Norbert?  Dededede.
100657;Ohh!  Oooh, ooh, ooh, well...he'll have to be trained up a bit, of course.  Who's that?
100658;Malfoy.
100659;Oh, dear.
100660;Hagrid always wanted a dragon. He told me so the first time I met him.
100661;It's crazy. And worse, Malfoy knows.
100662;I don't understand. Is that bad?
100663;It's bad.
100664;Good evening.
100665;Nothing, I repeat, nothing gives a student the right to walk about the school at night. Therefore, as punishment for your actions, 50 points will be taken.
100666;50?!
100667;Each.  And to ensure it doesn't happen again, all four of you will receive detention.
100668;"Excuse me, Professor. Perhaps I heard you wrong. I thought you said...""the four of us."""
100669;No, you heard me correctly, Mr. Malfoy. You see, as honorable as your intentions were, you too were out of bed after hours. You will serve detention with your classmates.
100670;A pity they let the old punishments die. There was a time detention would find you hanging by your thumbs in the dungeons. God, I miss the screaming.  You'll be serving detention with Hagrid tonight. He's got a little job to do inside the dark forest.  A sorry lot this, Hagrid. Oh, good God, man, you're not still on about that bloody dragon, are you?
100671;Norbert's gone. Dumbledore sent him off to Romania to live in a colony.
100672;Well, that's good, isn't it? He'll be with his own kind.
100673;Yeah, but what if he don't like Romania?  What if the other dragons are mean to him? He's only a baby, after all.
100674;Oh, for Gods sake, pull yourself together, man. You're going into the forest, after all. Got to have your wits about you.
100675;The forest? I thought that was a joke! We can't go in there. Students aren't allowed. And there are......werewolves!
100676;There's more than werewolves in those trees, lad. You can be sure of that.  Nighty-night.
100677;Right. Let's go.
100678;Hagrid, what's that?
100679;What we're here for. See that? That's unicorn's blood, that is. I found one dead a few weeks ago. Now, this one's been injured bad by something.  So, it's our job to find the poor beast. Ron, Hermione, you'll come with me.
100680;Okay.
100681;And Harry, you'll go with Malfoy.
100682;Okay. Then I get Fang!
100683;Fine. Just so you know, he's a bloody coward.
100684;You wait till my father hears about this. This is servant's stuff.
100685;If I didn't know better, Draco, I'd say you were scared.
100686;Scared, Potter?!  Did you hear that? Come on, Fang. Scared.
100687;What is it, Fang?
100688;HELP!!!!!
100689;Harry Potter, you must leave. You are known to many creatures here. The forest is not safe at this time. Especially for you.
100690;But what was that thing you saved me from?
100691;A monstrous creature. It is a terrible crime to slay a unicorn. Drinking the blood of a unicorn will keep you alive even if you are an inch from death. But at a terrible price. You have slain something so pure that the moment the blood touches your lips, you will have a half-life. A cursed life.
100692;But who would choose such a life?
100693;Can you think of no one?
100694;Do you mean to say...that that thing that killed the unicorn...that was drinking its blood...that was Voldemort?
100695;Do you know what is hidden in the school at this very moment?
100696;The Philosopher's Stone.
100697;Harry!
100698;Hello there, Firenze. I see you've met our young Mr. Potter. You all right there, Harry?
100699;Harry Potter, this is where I leave you. You're safe now. Good luck.
100700;You mean You-Know-Who's out there, right now, in the forest?
100701;"But he's weak. He's living off the unicorns. Don't you see? We had it wrong! Snape doesn't want the Stone for himself; he wants the Stone for Voldemort. With the Elixir of Life, Voldemort will be strong again. He'll... he'll come back."
100702;But, if he comes back, you don't think he'll try to... kill you, do you?
100703;I think if he'd had the chance, he might've tried to kill me tonight.
100704;And to think I've been worrying about my Potions final.
100705;Hang on a minute.  We're forgetting one thing. Who's the one wizard Voldemort always feared? Dumbledore. As long as Dumbledore's around, Harry, you're safe. As long as Dumbledore's around, you can't be touched.
100706;I've always heard Hogwarts' end of the year exams were frightful, but I found that rather enjoyable.
100707;Speak for yourself. All right there, Harry?
100708;My scar. It keeps burning.
100709;It's happened before.
100710;Not like this.
100711;Perhaps you should see the nurse.
100712;I think it's a warning. It means dangers coming. Uhh!  Oh. Of course!
100713;What is it?
100714;Don't you think it's a bit odd that what Hagrid wants more than anything is a dragon, and a stranger shows up and just happens to have one?  I mean, how many people wander around with dragon eggs in their pockets? Why didn't I see it before? Hagrid, who gave you the dragon egg?  What did he look like?
100715;I don't know. I never saw his face. He kept his hood up.
100716;The stranger, though, you and he must have talked.
100717;"Well, he wanted to know what sort of creatures I looked after. I told him. I said, ""After Fluffy, a dragon's gonna be no problem."""
100718;And did he seem interested in Fluffy?
100719;"Well, of course he was interested in Fluffy! How often do you come across a three headed dog, even if you're in the trade? But I told him. I said, ""The trick with any beast is to know how to calm him. Take Fluffy, for example, just play him a bit of music and he falls straight to sleep."""
100720;I shouldn't have told you that. Where you going?! Wait!
100721;We have to see Professor Dumbledore, immediately!
100722;I'm afraid Professor Dumbledore is not here. He received an urgent owl from the Ministry of Magic and left immediately for London.
100723;He's gone?! Now? But this is important! It's about...the Philosopher's Stone.
100724;How do you know ?
100725;Someone's going to try and steal it.
100726;I don't know how you three found out about the stone, but I can assure you it is perfectly well-protected. Now would you go back to your dormitories? Quietly.
100727;That was no stranger Hagrid met in the village. It was Snape, which means he knows how to get past Fluffy.
100728;And with Dumbledore gone
100729;Good afternoon. Now, what would three young Gryffindors such as yourselves be doing inside on a day like this?
100730;Uh...we were just...
100731;You want to be careful. People will think you're  up to something.
100732;Now what do we do?
100733;We go down the trapdoor. Tonight.
100734;Trevor.
100735;Trevor shh! Go, you shouldn't be here!
100736;Neither should you. You're sneaking out again, arent you?
100737;Now, Neville, listen. We were
100738;No! I won't let you!  You'll get Gryffindor in trouble again! I-I'll fight you.
100739;Neville, I'm really, really sorry about this... Petrificus Totalus.
100740;You're a little scary sometimes...you know that? Brilliant, but scary.
100741;Let's go.  Sorry.
100742;Sorry.
100743;It's for your own good, you know.
100744;Ow! You stood on my foot!
100745;Sorry.
100746;Alohomora.
100747;Wait a minute...he's.... Sleeping.
100748;Snape's already been here. He's put a spell on the harp.
100749;Uh. It's got horrible breath!
100750;We have to move its paw.
100751;What?!
100752;Come on!  Okay. Push!  I'll go first. Don't follow until I give you a sign.  If something bad happens, get yourselves out...Does it seem a bit...quiet?
100753;The harp. It stopped playing.
100754;Ew! Yuck! Ugh.
100755;Jump! Go!
100756;Ahh!  Whoa. Lucky this plant-thing is here, really.
100757;Whoa!  Oh. Ahh!
100758;Stop moving, both of you. This is Devil's Snare. You have to relax. If you don't, it will only kill you faster.
100759;Kill us faster?! Oh, now I can relax!
100760;Hermione!!
100761;Hermione!!
100762;Now what are we gonna do?!
100763;Just relax!
100764;Hermione! Where are you?!
100765;Do what I say. Trust me.
100766;Ahh! Harry!
100767;Harry!
100768;Are you okay?
100769;Yeah, yeah, I'm fine.
100770;Help!
100771;He's not relaxing, is he?
100772;Apparently not.
100773;Help! Help me!
100774;We've got to do something!
100775;What?
100776;Uh! I remember reading something in Herbology.
100777;Help!
100778;Um Devil's Snare, Devil's Scare,  it's deadly fun...but will sulk in the sun! That's it! Devil's Snare hates sunlight!  Lumus Solem!
100779;Ahhh!
100780;Ron, are you okay?
100781;Yeah.
100782;Okay.
100783;Whew. Lucky we didn't panic!
100784;Lucky Hermione pays attention in Herbology.
100785;What is that?
100786;I don't know. Sounds like wings.
100787;Curious. I've never seen birds like these.
100788;They're not birds, they're keys. And I'll bet one of them fits that door.
100789;What's this all about?
100790;I don't know. Strange.
100791;Alohomora!  Well, it was worth a try.
100792;Ugh! What're we going to do? There must be 1000 keys up there!
100793;We're looking for a big old fashioned one. Probably rusty like the handle.
100794;There! I see it!  The one with the broken wing!
100795;What's wrong, Harry?
100796;It's too simple.
100797;Oh, go on, Harry! If Snape can catch it on that old broomstick, you can! You're the youngest seeker in a century!
100798;This complicates things a bit!
100799;Catch the key!
100800;Hurry up!
100801;I don't like this. I don't like this at all.
100802;Where are we? A graveyard.
100803;This is no graveyard.  It's a chessboard.
100804;There's the door.
100805;Now what do we do?
100806;It's obvious, isn't it? We've got to play our way across the room. All right. Harry, you take the Bishop's square. Hermione, you'll be the Queen's side castle. As for me, I'll be a knight.
100807;What happens now?
100808;Well, white moves first, and then...we play.
100809;Ron, you don't suppose this is going to be like...real wizard's chess, do you?
100810;You there! D-5!  Yes, Hermione, I think this is going to be exactly like wizard's chess!
100811;Castle to E-4! Smash! Ron: Pawn to C-3! Smash! Boom! The Queen turns, and smashes a piece! Harry, Ron and Hermione wince. The Queen turns again. Both Ron and Harry study the game.
100812;Wait a minute.
100813;You understand right, Harry. Once I make my move, the Queen will take me...then you'll be free to check the King.
100814;No, Ron! No!
100815;What is it?
100816;He's going to sacrifice himself!
100817;No, Ron, you can't!  There must be another way!
100818;Do you want to stop Snape or not? Harry, it's you that has to go on. I know it. Not me, not Hermione, you.  Knight...to H-3.
100819;Check.
100820;Ahhhh!
100821;RON!  NO! Don't move! Dont forget, we're still playing.  Checkmate.  Take care of Ron. Then, go to the owlery. Send a message to Dumbledore. Ron's right...I have to go on.
100822;You'll be okay, Harry. You're a great wizard, you really are.
100823;Not as good as you.
100824;Me? Books and cleverness? There are more important things. Friendship, and bravery. And Harry, just be careful.
100825;You?  No. I-it can’t be. Snape, h-he was the one—-
100826;Yes. He does seem the type, doesn’t he? Next to him, who would suspect p-p-p-poor st-stuttering Professor Quirrell?
100827;But-but that day, during the Quidditch match, Snape tried to kill me.
100828;No, dear boy. I tried to kill you.  And trust me, if Snape’s cloak hadn’t caught fire and broken my eye contact, I would have succeeded, even with Snape muttering his little countercurse.
100829;Snape was trying to save me?
100830;I knew you were a danger to me right from the off. Especially after Halloween.
100831;Then-then you let the troll in.
100832;Very good, Potter, yes. Snape, unfortunately, wasn’t fooled. While everyone else was running about the dungeon, he went to the third floor to head me off. He, of course, never trusted me again.  He rarely left me alone. But he doesn’t understand. I’m never alone, never.  Now, what does this mirror do? I see what I desire. I see myself holding the stone. But how do I get it?
100833;Use the boy.
100834;Come here, Potter. Now!  Tell me... what do you see?  What is it?  What do you see?
100835;I-I’m shaking hands with Dumbledore. I’ve won the House Cup.
100836;He lies.
100837;Tell the truth! What do you see?!
100838;Let me speak to him.
100839;Master, you are not strong enough.
100840;I have strength enough for this.
100841;Harry Potter, we meet again.
100842;Voldemort.
100843;Yes. You see what I’ve become? See what I must do to survive? Live off another, a mere parasite. Unicorn blood can sustain me, but it cannot give me a body of my own. But there is something that can, something that, conveniently enough, lies in your pocket.
100844;Stop him.  Don't be a fool! Why suffer a horrific death when you can join me and live?!
100845;Never!
100846;Haha. Bravery. Your parents had it too. Tell me, Harry, would you like to see your mother and father again? Together, we can bring them back.  All I ask for is something in return.  That's it, Harry. There is no good and evil. There is only power, and those too weak to seek it. Together, we'll do extraordinary things. Just give me the stone!
100847;You liar!
100848;Kill him!
100849;Ahh! Ahh!  What is this magic?
100850;Fool! Get the stone!
100851;Good afternoon, Harry. Ah. Tokens from your admirers?
100852;Admirers?
100853;What happened down in the dungeons between you and Professor Quirrell is a complete secret, so, naturally, the whole school knows.  Ah, I see your friend Ronald has saved you the trouble of opening your Chocolate Frogs.
100854;Ron was here? Is he all right? What about Hermione?
100855;Fine. They're both just fine.
100856;But, what happened to the Stone?
100857;Relax, dear boy. The stone has been destroyed. My friend Nicholas and I had a little chat and agreed it was best all around.
100858;But Flamel, he'll die, won't he?
100859;He has enough Elixir to set his affairs in order. But yes, he will die.
100860;How is it I got the Stone, sir? One minute I was staring in the mirror, and the next...
100861;Ah. You see, only a person who wanted to find the Stone, find it, but not use it, would be able to get it. That is one of my more brilliant ideas. And between you and me that's saying something.
100862;Does that mean, with the Stone gone, I mean, that Voldemort can never come back?
100863;Ah, I'm afraid there are ways in which he can return. Harry, do you know why Professor Quirrell couldn't bear to have you touch him?  It was because of your mother. She sacrificed herself for you, and that kind of act leaves a mark.  No, no, this kind of mark cannot be seen. It lives in your very skin.
100864;What is it?
100865;Love, Harry, love.  Ah. Bertie Bott's Every Flavor Beans. I was most unfortunate in my youth to come across a vomit flavored one, and since then I have lost my liking for them. But I think I could be safe with a nice toffee... Mm. Alas. Earwax.
100866;All right there, Ron?
100867;All right? You?
100868;All right. Hermione?
100869;Never better.
100870;Another year, gone! And now, as I understand it, the house cup needs awarded and the points stand thus. In fourth place: Gryffindor, with 312 points!  In third place: Hufflepuff, with 352 points!  Second: Ravenclaw, with 426 points!  And in first place, with 472 points: Slytherin house!  Yes, well done Slytherin, well done Slytherin. However, recent events must be taken into account and I have a few last minute points to award.  First, to Miss Hermione Granger, for the cool use of intellect while others were in grave peril: fifty points!  Second, to Mr Ronald Weasley, for the best played game of chess that Hogwarts has seen these many years: fifty points!  And third, to mister Harry Potter, for pure love and outstanding courage, I award Gryffindor house: sixty points!
100871;We're tied with Slytherin!
100872;And finally: it takes a great deal of bravery to stand up to your enemies, but a great deal more to stand up to your friends. I award ten points to Neville Longbottom!  Assuming that my calculations are correct, I believe that a change of decoration is in order!  Gryffindor wins the House Cup!
100873;Yes!
100874;Neville!
100875;Yeah! We won!!
100876;Come on now, hurry up. You'll be late. Train's leaving. Go on. Go on. Come on. Hurry up.
100877;Come on, Harry.
100878;One minute.
100879;Thought you were leaving without saying good-bye, didja?  This is for you.
100880;Thanks, Hagrid.
100881;Oh. Go on...on with you.  Oh, listen, Harry, if that dolt of a cousin of yours, Dudley, gives you any grief, you could always, um, threaten him with a nice pair of ears to go with that tail of his.
100882;But Hagrid, we're not allowed to do magic away from Hogwarts. You know that.
100883;I do. But your cousin don't, do he? Eh?  Off you go.
100884;Feels strange to be going home, doesn't it?
100885;I'm not going home. Not really.
